source_id,target_id,relationship_type
G0053,T1059,uses
G0044,S0141,uses
S1086,T1566.002,uses
S0201,T1197,uses
M1042,T1098.001,mitigates
G0065,S0021,uses
G0108,T1036.005,uses
S0574,T1573.001,uses
G1015,T1041,uses
S0531,T1041,uses
M1026,T1059.001,mitigates
C0038,T1505.003,uses
G1045,T1040,uses
S1213,T1119,uses
S0567,T1012,uses
S0113,T1016,uses
G0046,S0416,uses
M1051,T1068,mitigates
S0622,T1030,uses
S1050,T1041,uses
S1043,T1005,uses
S1053,T1036.008,uses
M1027,T1563,mitigates
C0021,T1573.002,uses
S0375,T1140,uses
OA-PROCESS-CODE-SEGMENT,T1210,may-modify
G0096,T1543.003,uses
S0448,T1070.004,uses
G1045,T1590.004,uses
G0060,T1036.002,uses
M1041,T1649,mitigates
S0351,T1071.003,uses
S0084,T1071.001,uses
M1047,T1213,mitigates
S0678,T1106,uses
M1057,T1537,mitigates
S0526,T1140,uses
S1146,T1213.006,uses
C0015,T1030,uses
S9015,T1005,uses
C0047,T1480,uses
S0365,T1047,uses
S0060,T1082,uses
C0032,T1571,uses
S1160,T1204.001,uses
DET0302,T1205.001,detects
S0264,T1030,uses
G0068,T1566.001,uses
M1049,T1027.012,mitigates
D3-FBA,D3-TAC-DETECT,belongs_to_tactic
S1158,T1036.005,uses
D3-APPLICATION-EXCEPTION-MONITORING,D3-TAC-DETECT,belongs_to_tactic
D3-IRA,D3-TAC-DETECT,belongs_to_tactic
G0106,T1070.004,uses
S0263,T1090,uses
DET0862,T1583.002,detects
G0064,T1059.005,uses
S0234,T1204.002,uses
G0010,T1553.006,uses
G0032,T1053.005,uses
S0578,T1203,uses
S0240,T1622,uses
S0567,T1560,uses
S0687,T1005,uses
G0034,S0368,uses
G0050,T1083,uses
S1249,T1059.007,uses
C0038,T1561.002,uses
M1047,T1578.001,mitigates
S1065,T1071.001,uses
T1055.011,Privilege Escalation,belongs_to_tactic
G0049,T1219,uses
G0121,T1020,uses
T1027.010,Stealth,belongs_to_tactic
G0049,T1047,uses
G1004,T1578.002,uses
G1006,T1583.004,uses
G1053,T1526,uses
S1148,T1020,uses
S0438,T1071.002,uses
S0604,T1572,uses
S1043,T1083,uses
S1196,T1082,uses
S0154,T1059.003,uses
C0024,T1105,uses
S0145,T1564.004,uses
S0698,T1036.005,uses
C0059,T1671,uses
S0534,T1553.002,uses
G0010,T1005,uses
OA-SYSTEM-TIME-APPLICATION,T1497.003,may-run
G1043,T1543.003,uses
C0007,T1560.001,uses
S0449,T1568,uses
G0022,T1555.003,uses
G1022,S0039,uses
S1239,T1573.001,uses
T1036.011,Stealth,belongs_to_tactic
T1548.002,T1548,subtechnique_of
G0096,T1574.001,uses
M1026,T1072,mitigates
G0004,T1083,uses
S9008,T1098,uses
S0022,T1095,uses
S0512,T1016,uses
T1205,Stealth,belongs_to_tactic
S0482,T1204.002,uses
S0332,T1573.002,uses
S0615,T1560.003,uses
S0250,T1115,uses
G0070,T1071.001,uses
M1017,T1003,mitigates
S0147,T1074.001,uses
G0016,S0057,uses
G0009,S0097,uses
M1022,T1547.003,mitigates
DA-DNS-NETWORK-TRAFFIC,OA-OUTBOUND-INTERNET-DNS-LOOKUP-TRAFFIC,targets
S0650,T1114.001,uses
S9024,T1082,uses
M1053,T1491.001,mitigates
S1219,T1543.004,uses
S0136,T1025,uses
T1591.004,Reconnaissance,belongs_to_tactic
S0038,T1573.001,uses
DET0460,T1110.004,detects
T1053,Execution,belongs_to_tactic
G0106,T1053.003,uses
S0531,T1087.003,uses
G0096,S0385,uses
S0386,T1082,uses
M1060,T1114.003,mitigates
S0352,T1132.001,uses
M1045,T1059.001,mitigates
C0022,G0032,attributed-to
DA-SOFTWARE,OA-SYSTEM-SERVICE-SOFTWARE,targets
G1044,T1585.002,uses
S0089,T1553.006,uses
G0094,T1219.002,uses
S0678,T1124,uses
S0668,T1071.001,uses
S0084,T1041,uses
T1578.002,T1578,subtechnique_of
S1145,T1620,uses
G1018,T1588.001,uses
DET0597,T1555.005,detects
T1564.014,Stealth,belongs_to_tactic
S0141,T1070.006,uses
G0106,T1071,uses
S1170,T1567.002,uses
S0404,T1003.003,uses
S0012,T1573.001,uses
S0340,T1204.002,uses
G0046,T1608.005,uses
D3-HR,D3-TAC-EVICT,belongs_to_tactic
S0584,T1027,uses
S1144,T1090.003,uses
G0007,S0502,uses
T1222.001,Defense Impairment,belongs_to_tactic
S1037,T1204.002,uses
S0658,T1113,uses
S0650,T1555.003,uses
T1484.002,Defense Impairment,belongs_to_tactic
G0049,T1087.001,uses
G1023,T1074.001,uses
M1056,T1596,mitigates
S0637,T1140,uses
G0094,S0160,uses
T1548.005,Privilege Escalation,belongs_to_tactic
S0184,T1087.002,uses
G0114,T1680,uses
S1244,T1007,uses
G1023,T1070.004,uses
S0615,T1057,uses
T1110.002,T1110,subtechnique_of
G0030,T1543.003,uses
G0060,T1132.001,uses
S0461,T1140,uses
M1020,T1573,mitigates
S0381,T1547.001,uses
S9035,T1087.002,uses
T1547.003,T1547,subtechnique_of
S0616,T1135,uses
S0483,T1059.005,uses
S0079,T1005,uses
C0034,T1572,uses
G0013,T1566.001,uses
M1038,D3-D3-EAL-EXECUTABLE-ALLOWLISTINGD3-PSEP-PROCESS-SEGMENT-EXECUTION-PREVENTIOND3-DLIC-DRIVER-LOAD-INTEGRITY-CHECKINGD3-EDL-EXECUTABLE-DENYLISTING,mapped_to_d3fend_technique
S0663,T1083,uses
M1056,T1588,mitigates
D3-DOMAIN-ACCOUNT-MONITORING,D3-TAC-DETECT,belongs_to_tactic
S0431,T1564.003,uses
G0092,T1140,uses
S1033,T1124,uses
G0010,T1134.002,uses
T1205.001,Persistence,belongs_to_tactic
M1038,T1564.003,mitigates
C0007,S0100,uses
G1016,T1505.003,uses
G1003,T1210,uses
S1100,T1027.015,uses
G0080,T1566.002,uses
S0262,T1564.001,uses
C0058,T1033,uses
S9029,T1082,uses
OA-SYSTEM-CONFIGURATION-DATABASE-RECORD,T1218.002,may-modify
T1591.002,T1591,subtechnique_of
G0032,S0593,uses
G1053,T1555.005,uses
S0085,T1008,uses
S0228,T1070.004,uses
G1004,S0002,uses
S0198,T1560.003,uses
S0476,T1087.001,uses
T1201,Discovery,belongs_to_tactic
G0022,T1078.002,uses
S9010,T1124,uses
S1018,T1027.002,uses
M1031,T1071.002,mitigates
M1018,T1543.005,mitigates
G1016,T1082,uses
S0629,T1543.003,uses
S0014,T1132.001,uses
M1038,T1546.006,mitigates
S1064,T1566.001,uses
S0570,T1480,uses
G0008,T1102.002,uses
S0125,T1053.005,uses
S1184,T1190,uses
S0264,T1105,uses
S1086,T1566.001,uses
S0632,T1005,uses
C0024,S0552,uses
S0202,T1573.002,uses
G0032,T1585.001,uses
DET0156,T1496.003,detects
S0532,T1082,uses
S0495,T1070.004,uses
S1240,T1218.007,uses
G1006,T1016,uses
M1054,T1535,mitigates
S0496,T1083,uses
G1012,T1608.004,uses
G0099,T1568,uses
S1120,T1505.003,uses
OA-NETWORK-INIT-SCRIPT-FILE-RESOURCE,T1037.003,modifies
S0469,T1027.003,uses
M1017,T1072,mitigates
S0601,T1613,uses
S0527,T1548.002,uses
G0094,T1083,uses
G0119,T1112,uses
G1051,T1585.002,uses
S1122,T1140,uses
C0014,T1074.001,uses
G0047,T1016.001,uses
S1147,T1033,uses
G0120,T1070.004,uses
S0677,T1136.003,uses
S0198,T1090,uses
G0016,T1078.003,uses
S0483,T1204.002,uses
S0512,T1008,uses
C0060,S9027,uses
S0469,T1518.001,uses
OA-SHARED-LIBRARY-FILE,T1574.004,may-modify
G0016,T1068,uses
G1017,T1007,uses
M1056,T1589.002,mitigates
G1001,S0104,uses
DET0191,T1127.002,detects
S0528,T1555.003,uses
T1559.002,Execution,belongs_to_tactic
G1048,T1074.001,uses
T1560.002,T1560,subtechnique_of
S1245,T1518,uses
DET0385,T1552.003,detects
S0219,T1057,uses
S0692,T1087.002,uses
G0010,S0022,uses
C0024,T1048.002,uses
S0531,T1106,uses
S0554,T1082,uses
M1037,T1602.002,mitigates
C0024,T1078,uses
S0488,T1110.001,uses
DET0567,T1213.005,detects
G0089,T1027.002,uses
C0034,T1543.002,uses
G1031,T1608.001,uses
G0011,T1588.002,uses
S1050,T1106,uses
C0028,T1059.005,uses
DA-HARDWARE-DEVICE,OA-DIGITAL-CAMERA,targets
S0051,T1008,uses
S0612,T1059.003,uses
S0622,T1204.002,uses
S1018,T1132.001,uses
S0236,T1218.011,uses
D3-SJA,D3-TAC-DETECT,belongs_to_tactic
S0024,T1053.005,uses
S0198,T1057,uses
C0056,T1205,uses
G0045,S0144,uses
C0060,T1219.001,uses
S0464,T1082,uses
G0027,T1566.001,uses
S1196,T1217,uses
S0128,T1056.001,uses
OA-CREDENTIAL,T1606,forges
S0270,T1057,uses
S1124,T1518,uses
S0331,T1056.001,uses
S1064,T1120,uses
M1018,T1578.002,mitigates
G0096,S0105,uses
S1063,T1027.007,uses
S0170,T1573.001,uses
S1242,T1486,uses
S0241,T1105,uses
G0050,T1189,uses
S0153,T1016,uses
DET0845,T1588.001,detects
S1167,T1070.004,uses
S9030,T1083,uses
S0341,T1016,uses
C0026,S1076,uses
S1213,T1195,uses
D3-RNA,D3-TAC-RESTORE,belongs_to_tactic
G0096,S0104,uses
G0064,T1566.002,uses
S0022,T1027.002,uses
S1160,T1005,uses
T1592.003,T1592,subtechnique_of
M1022,T1548.006,mitigates
S0449,T1057,uses
S9017,T1685,uses
G0022,S0013,uses
DET0135,T1071.003,detects
DET0854,T1584.003,detects
S0149,T1095,uses
S1170,T1105,uses
DA-OPERATING-SYSTEM-FILE,OA-OPERATING-SYSTEM-CONFIGURATION-FILE,targets
G1011,T1566.003,uses
OA-FIRMWARE,T1014,may-modify
S9031,T1047,uses
G0064,S0378,uses
G0021,T1105,uses
C0038,T1685,uses
S0689,T1680,uses
S1059,T1106,uses
S1066,T1036,uses
S0270,T1105,uses
D3-PROCESS-SEGMENT-EXECUTION-PREVENTION,DA-PROCESS-SEGMENT,neutralizes
S0234,T1566.001,uses
G1047,T1047,uses
T1678,Stealth,belongs_to_tactic
T1072,Lateral Movement,belongs_to_tactic
M1028,T1053.005,mitigates
S0409,T1140,uses
G1052,T1583.006,uses
C0024,T1021.002,uses
C0028,T1204.002,uses
G0115,S0591,uses
G1042,T1573.002,uses
C0051,T1669,uses
S0488,T1550.002,uses
C0046,T1036,uses
S0697,T1561.001,uses
G1044,T1588.002,uses
G0102,T1021,uses
S0660,T1564.001,uses
G0047,T1036.005,uses
S1244,T1135,uses
S0534,T1059.003,uses
G1017,T1573.001,uses
DET0310,T1098.007,detects
G0034,T1539,uses
DET0897,T1679,detects
G0016,S0562,uses
S1209,T1113,uses
S1034,T1497.003,uses
S0380,T1124,uses
S0115,T1071.001,uses
S9003,T1090.002,uses
S1172,T1033,uses
DET0816,T1597.001,detects
S0283,T1029,uses
M1038,T1574.009,mitigates
T1590.004,Reconnaissance,belongs_to_tactic
G0069,T1027.003,uses
G1018,T1016.001,uses
G0010,T1189,uses
S1245,T1614,uses
S1111,T1548.002,uses
DET0424,T1686.001,detects
S0390,T1204.002,uses
M1051,T1137.003,mitigates
M1056,T1586,mitigates
G0050,T1570,uses
S0262,T1552.001,uses
S1032,T1049,uses
G1008,T1106,uses
T1546.011,Persistence,belongs_to_tactic
G0047,T1547.001,uses
S0458,T1113,uses
S0661,T1573.001,uses
M1047,T1574.005,mitigates
C0048,T1021.006,uses
S1025,T1112,uses
DA-SESSION,OA-SSH-SESSION,targets
G0004,T1558.001,uses
G0129,T1003,uses
D3-SRA,D3-TAC-DETECT,belongs_to_tactic
S0157,T1071.004,uses
G1018,S0385,uses
S1180,T1106,uses
M1024,T1685.001,mitigates
S0386,T1090,uses
DET0824,T1608.001,detects
S0245,T1082,uses
G0045,T1105,uses
S0466,T1027.013,uses
G1048,T1070.006,uses
C0002,T1027.002,uses
DET0380,T1005,detects
S9024,T1685,uses
OA-PROPERTY-LIST-FILE,T1543.004,modifies
S9035,T1036.005,uses
S1124,T1614,uses
S0192,T1055.001,uses
C0040,T1573.002,uses
S1240,T1555.003,uses
G0021,T1204.002,uses
M1035,D3-D3-NI-NETWORK-ISOLATION,mapped_to_d3fend_technique
G0018,T1059.003,uses
S0647,T1074.001,uses
S1227,T1059,uses
S0024,T1055,uses
S0194,T1057,uses
S0137,T1547.001,uses
DA-PARTITION-TABLE,OA-PARTITION-TABLE,targets
G0106,T1547.001,uses
S0526,T1036.005,uses
S1064,T1106,uses
G0130,T1056.001,uses
S0648,T1566.001,uses
S0488,T1087.002,uses
S0147,T1105,uses
OA-PROCESS,T1546.007,produces
G0060,T1080,uses
G0032,T1027.013,uses
DET0574,T1018,detects
G0099,T1055.012,uses
G0004,T1049,uses
S0595,T1620,uses
S0353,T1680,uses
M1017,T1557.002,mitigates
C0001,T1497.001,uses
M1027,T1110.001,mitigates
S0352,T1129,uses
S0375,T1547.001,uses
DET0246,T1111,detects
G0034,T1190,uses
OA-CLOUD-STORAGE,T1619,accesses
G0129,T1059.001,uses
S0487,T1030,uses
D3-AMED,D3-TAC-ISOLATE,belongs_to_tactic
DET0873,T1585,detects
M1018,T1550.003,mitigates
G1023,T1057,uses
T1600.001,Defense Impairment,belongs_to_tactic
C0018,T1021.001,uses
S0148,T1056.001,uses
S0658,T1082,uses
DA-DOMAIN-USER-ACCOUNT,OA-GLOBAL-USER-ACCOUNT,targets
S1085,T1055.004,uses
S9003,T1497.003,uses
D3-SYSTEM-CALL-ANALYSIS,DA-SYSTEM-CALL,analyzes
G1009,T1686.003,uses
G0004,T1003.003,uses
G1035,T1059.001,uses
S0658,T1614.001,uses
T1212,Credential Access,belongs_to_tactic
S1145,T1027.011,uses
D3-SYSTEM-FIRMWARE-VERIFICATION,DA-SYSTEM-FIRMWARE,verifies
M1030,T1021.001,mitigates
S0341,T1046,uses
G1035,T1113,uses
G0069,T1003.005,uses
C0034,T1484.001,uses
G0001,T1005,uses
M1022,T1574.014,mitigates
S0610,T1005,uses
M1056,T1590.005,mitigates
G0071,S0103,uses
G0045,T1003.002,uses
S1081,T1105,uses
G1018,T1036.005,uses
D3-USER-SESSION-INIT-CONFIG-ANALYSIS,DA-USER-INIT-CONFIGURATION-FILE,analyzes
S0499,T1105,uses
S1159,T1113,uses
S0689,T1569.002,uses
S1070,T1529,uses
M1056,T1584.001,mitigates
DA-NETWORK-NODE,OA-MAIL-SERVER,targets
G0063,T1027,uses
G1008,T1518.001,uses
G0129,T1583.001,uses
S1078,T1082,uses
G0032,T1027.007,uses
G1006,T1027,uses
G1022,S1099,uses
G0106,T1543.002,uses
S0085,T1547.009,uses
C0037,T1140,uses
G0131,T1566.001,uses
S0455,T1055.001,uses
M1022,T1548.003,mitigates
G0045,T1204.002,uses
S0184,T1047,uses
S1073,T1057,uses
G1035,T1583.001,uses
S9030,T1570,uses
S0586,T1018,uses
DET0353,T1564.002,detects
S0663,T1070.004,uses
G0102,T1558.003,uses
S1180,T1518.001,uses
G0054,T1082,uses
S0066,T1083,uses
T1561,Impact,belongs_to_tactic
S0265,T1016,uses
S0483,T1071.001,uses
S0567,T1574,uses
S0211,T1082,uses
G0037,S0154,uses
DET0220,T1052.001,detects
S0262,T1021.001,uses
S0108,T1090,uses
G0099,T1105,uses
S0344,T1033,uses
S0502,T1140,uses
S0657,T1560,uses
G0032,S0245,uses
S9009,T1213.001,uses
S0126,T1071.001,uses
D3-RESTORE-FILE,DA-FILE,restores
C0038,T1046,uses
T1590.005,Reconnaissance,belongs_to_tactic
C0058,T1620,uses
S1169,T1106,uses
S1217,T1036.005,uses
S0148,T1548.002,uses
G0047,T1080,uses
C0032,T1078,uses
S0631,T1221,uses
G0059,T1005,uses
M1042,T1563.001,mitigates
M1032,T1021.001,mitigates
M1030,T1098,mitigates
S0504,T1553.002,uses
C0006,S0096,uses
G0064,S1134,uses
S0265,T1102.002,uses
S0009,T1071.001,uses
S0662,T1071.001,uses
G0078,T1059.001,uses
S1033,T1112,uses
S0389,T1059.001,uses
S0004,T1059.003,uses
DET0236,T1566.001,detects
G1016,T1016,uses
S1122,T1176.001,uses
S1027,T1204.002,uses
S0148,T1027.015,uses
C0042,T1059.005,uses
G0032,T1001.003,uses
S0058,T1056.001,uses
S0334,T1125,uses
G0032,S0586,uses
S0234,T1106,uses
S0597,T1119,uses
M1040,T1027.012,mitigates
G0016,S0029,uses
DET0074,T1550.004,detects
DET0219,T1611,detects
OA-JOB-SCHEDULE,T1053,modifies
G0094,T1070.004,uses
G0050,T1053.005,uses
G1006,T1210,uses
S0260,T1008,uses
S0267,T1680,uses
S0413,T1114.002,uses
S0090,T1025,uses
S0048,T1071.001,uses
G1004,T1078.004,uses
S0622,T1566.001,uses
G0069,T1219.002,uses
S1119,T1554,uses
S0098,T1033,uses
G0143,T1021.002,uses
S0554,T1685,uses
G1004,T1485,uses
S0692,T1003.001,uses
DET0055,T1615,detects
OA-CREATE-PROCESS,T1053,invokes
S0611,T1027.002,uses
S1140,T1053.005,uses
S0476,T1059.007,uses
G1016,T1046,uses
M1044,T1574,mitigates
S0477,T1005,uses
G0090,S0679,uses
M1022,T1489,mitigates
G0114,S0404,uses
T1490,Impact,belongs_to_tactic
S0228,T1547.001,uses
T1218.012,Stealth,belongs_to_tactic
M1051,T1574.001,mitigates
S0532,T1046,uses
G0010,T1685,uses
S1018,T1071.001,uses
T1055.014,Stealth,belongs_to_tactic
S0052,T1003,uses
S0390,T1059.003,uses
S1219,T1059.004,uses
S0009,T1090.001,uses
G0061,S0481,uses
D3-RESTORE-EMAIL,DA-EMAIL,restores
G0032,T1021.002,uses
G0117,T1036.004,uses
S0356,T1016,uses
G0021,T1566.002,uses
D3-APPLICATION-CONFIGURATION-HARDENING,DA-APPLICATION-CONFIGURATION,hardens
DET0116,T1688,detects
C0017,T1053.005,uses
T1056,Credential Access,belongs_to_tactic
S0696,T1547.001,uses
G0051,T1059.001,uses
S0011,T1071.001,uses
S0368,T1053.005,uses
G0010,T1016,uses
S0491,T1036.004,uses
S0009,T1059.003,uses
S0662,T1059.003,uses
G0041,S0125,uses
S0554,T1069.002,uses
M1024,T1686,mitigates
S0439,T1027.003,uses
S0068,T1059.003,uses
G0061,T1055.004,uses
C0058,T1569.002,uses
S0269,T1027.010,uses
G0065,S0232,uses
S0127,T1083,uses
S0049,T1083,uses
C0063,T1078.004,uses
G0134,T1059.005,uses
G0016,T1037.004,uses
C0047,T1090,uses
G0003,S0004,uses
T1195.002,T1195,subtechnique_of
M1042,T1021.001,mitigates
S0600,T1610,uses
T1587.003,T1587,subtechnique_of
G0016,T1218.005,uses
S0438,T1119,uses
S0441,T1112,uses
S0650,T1055,uses
S9010,T1213.006,uses
D3-EAL,D3-TAC-ISOLATE,belongs_to_tactic
S1213,T1564.003,uses
G0129,T1082,uses
S1145,T1622,uses
S9024,T1040,uses
G0049,T1112,uses
G1040,T1560.001,uses
S0194,T1134,uses
S1152,T1047,uses
S0504,T1095,uses
S0695,T1027.002,uses
S0002,T1555,uses
S9036,T1074.001,uses
S1156,T1041,uses
S1242,T1087.001,uses
T1134.001,Privilege Escalation,belongs_to_tactic
G1053,T1484.002,uses
G1035,T1082,uses
M1046,T1195,mitigates
M1042,T1609,mitigates
DET0210,T1078.002,detects
C0018,T1027.010,uses
G0061,S0097,uses
S0579,T1106,uses
S9018,T1055.004,uses
S0543,T1497.002,uses
T1542.004,Stealth,belongs_to_tactic
S1207,T1555,uses
G0019,T1047,uses
S0652,T1547.009,uses
G0107,T1036.005,uses
S1086,T1102,uses
M1026,T1021.006,mitigates
T1583.005,T1583,subtechnique_of
S0169,T1036.004,uses
G0035,T1098.007,uses
S0498,T1105,uses
S1132,T1070.004,uses
S0589,T1027.011,uses
S0661,T1550,uses
S1100,T1574.001,uses
G0046,T1082,uses
S0029,T1569.002,uses
T1556.005,Defense Impairment,belongs_to_tactic
S1130,T1140,uses
S0350,T1070.004,uses
S0250,T1071.001,uses
S0034,T1547.001,uses
M1033,T1564,mitigates
G0034,S0195,uses
G0129,T1072,uses
DET0290,T1053.003,detects
G0070,S0235,uses
D3-APM,D3-TAC-DETECT,belongs_to_tactic
G1052,T1083,uses
S0054,T1105,uses
DA-USER-INIT-CONFIGURATION-FILE,OA-USER-INIT-CONFIGURATION-FILE,targets
S1021,T1204.002,uses
D3-CREDENTIAL-COMPROMISE-SCOPE-ANALYSIS,D3-TAC-DETECT,belongs_to_tactic
G0069,T1083,uses
S1087,T1497.001,uses
G0032,T1090.002,uses
G0061,T1068,uses
T1048.003,Exfiltration,belongs_to_tactic
S0090,T1005,uses
S0603,T1014,uses
C0014,T1047,uses
G0128,T1059.003,uses
M1021,T1102,mitigates
G0016,T1098.002,uses
S0435,T1083,uses
T1584,Resource Development,belongs_to_tactic
M1032,T1556,mitigates
G1032,T1074,uses
S0275,T1082,uses
G0055,S0176,uses
S0376,T1041,uses
S0488,T1053.002,uses
G1032,T1070.004,uses
DET0892,T1583.001,detects
S0455,T1056.001,uses
S9009,T1059.009,uses
G0138,T1203,uses
G0037,S0449,uses
S0387,T1059.001,uses
M1026,T1210,mitigates
S0587,T1016,uses
S0670,T1059.001,uses
G0075,T1218.007,uses
M1026,T1688,mitigates
G0065,T1027.015,uses
S0669,T1059.001,uses
S1105,T1543.004,uses
G0060,T1573.001,uses
S0572,T1069.001,uses
G0120,T1105,uses
M1047,T1556.007,mitigates
S0011,T1573.001,uses
S0050,T1083,uses
M1051,T1195,mitigates
G0128,T1041,uses
S1028,T1016,uses
S0569,T1115,uses
S0511,T1027.011,uses
G1051,T1489,uses
M1047,T1566,mitigates
S0634,T1480,uses
S0583,T1059.001,uses
G1055,T1566,uses
G0092,S0154,uses
G0067,T1082,uses
G1052,T1593,uses
G0117,T1012,uses
G0107,T1003.001,uses
S9036,T1140,uses
S0091,T1007,uses
S1059,T1083,uses
G0022,T1074.001,uses
S0673,T1132.001,uses
G1043,T1071.001,uses
G0073,T1027.010,uses
S0154,T1113,uses
S0381,T1033,uses
S0166,T1569.002,uses
G0094,T1053.005,uses
G0124,T1059,uses
S0588,T1016,uses
S0534,T1124,uses
M1028,T1011,mitigates
S1164,T1546,uses
S0451,T1569.002,uses
G0102,T1082,uses
DET0893,T1608.005,detects
M1042,T1221,mitigates
S0672,T1001.002,uses
C0035,T1095,uses
S0192,T1123,uses
M1030,T1136.002,mitigates
C0030,T1036.005,uses
S0239,T1057,uses
G0067,T1561.002,uses
G0061,T1021.001,uses
M1017,T1621,mitigates
S0262,T1555.003,uses
G0067,S0240,uses
G0106,T1686,uses
S0160,T1560.001,uses
S0567,T1056.001,uses
M1047,T1686.003,mitigates
OA-DATABASE-QUERY,T1190,injects
G0016,T1588.002,uses
S0188,T1140,uses
S0228,T1027.013,uses
G0001,T1189,uses
S0032,T1218.011,uses
M1032,T1078.002,mitigates
S1187,T1021.004,uses
S0062,T1056.001,uses
S0622,T1106,uses
G0059,T1570,uses
G0094,T1585.001,uses
DA-PROCESS,OA-DIRECTORY-SERVICE,targets
DET0347,T1036.005,detects
C0002,T1071.001,uses
M1017,T1204.002,mitigates
S1159,T1082,uses
S1178,T1686,uses
G1032,T1071,uses
S1091,T1578.001,uses
M1038,T1080,mitigates
G1024,S1040,uses
C0007,T1583.001,uses
G0034,T1056.001,uses
C0021,T1027.010,uses
S0194,T1027.005,uses
S0553,T1547.001,uses
S0451,T1218.007,uses
S0035,T1083,uses
DA-DIRECTORY,OA-DIRECTORY,targets
T1098.005,Persistence,belongs_to_tactic
S0374,T1059.006,uses
S0458,T1560.003,uses
G0032,T1033,uses
S0504,T1059.003,uses
S0094,T1083,uses
OA-SYSTEM-CONFIGURATION-INIT-DATABASE-RECORD,T1547.001,may-modify
S0244,T1057,uses
S1248,T1027.010,uses
S1065,T1083,uses
DET0431,T1684.002,detects
S1111,T1486,uses
C0002,S0008,uses
G0004,T1027,uses
M1054,T1559,mitigates
G1009,T1588.002,uses
S0354,T1106,uses
G0027,T1005,uses
DET0134,T1555.004,detects
G0034,T1583,uses
G1043,T1041,uses
DA-EXECUTABLE-FILE,OA-POWERSHELL-PROFILE-SCRIPT,targets
S1239,T1559,uses
G0021,T1566.001,uses
S1019,T1074,uses
S0124,T1059.003,uses
G0024,S0066,uses
G0070,T1113,uses
DET0304,T1499.004,detects
DET0342,T1218.001,detects
S0039,T1018,uses
G0006,T1057,uses
S0089,T1008,uses
S0200,T1573.001,uses
D3-EBWSAM,D3-TAC-ISOLATE,belongs_to_tactic
S0137,T1027.016,uses
G0081,T1016,uses
S1160,T1016,uses
S1246,T1071.001,uses
M1022,T1564.004,mitigates
S0575,T1140,uses
S1148,T1082,uses
C0017,T1567,uses
S0089,T1046,uses
S0614,T1027.002,uses
S0599,T1083,uses
OA-PROPERTY-LIST-FILE,T1053.004,creates
S9001,T1095,uses
S0651,T1547,uses
S0201,T1007,uses
S0629,T1071.001,uses
DA-CREATE-PROCESS,OA-CREATE-PROCESS,targets
OA-CREATE-PROCESS,T1082,may-invoke
S0172,T1016,uses
S0330,T1071.001,uses
G0138,T1027.003,uses
S0627,T1082,uses
T1548.004,T1548,subtechnique_of
M1017,T1556.001,mitigates
C0042,T1071.001,uses
G0094,T1055,uses
S0438,T1543.003,uses
S0612,T1135,uses
OA-DOMAIN-USER-ACCOUNT,T1136.002,creates
G0108,T1569.002,uses
S0234,T1005,uses
G1040,T1587.001,uses
S1068,T1082,uses
G0044,T1057,uses
G0068,T1189,uses
S0647,T1105,uses
S0650,T1140,uses
M1018,T1036.010,mitigates
T1074.002,T1074,subtechnique_of
G0003,S0056,uses
T1059.012,Execution,belongs_to_tactic
G0093,T1049,uses
G1036,T1583.003,uses
T1078.001,Privilege Escalation,belongs_to_tactic
DET0352,T1550.003,detects
S0531,T1189,uses
C0018,T1588.002,uses
S0031,T1132.002,uses
C0011,T1566.001,uses
S0662,T1106,uses
S1039,T1082,uses
S0644,T1030,uses
S0246,T1686.003,uses
G0129,T1205,uses
S0244,T1547.001,uses
S0395,T1106,uses
S1021,T1041,uses
S0256,T1059.003,uses
S0643,T1113,uses
G0117,S0556,uses
DET0819,T1590.004,detects
S1039,T1055.001,uses
G0135,T1588.001,uses
C0061,T1588.002,uses
C0057,T1071.001,uses
S0671,T1105,uses
S1130,T1070.009,uses
G0069,T1104,uses
C0060,S1071,uses
S0081,T1105,uses
S1194,T1480,uses
S1081,T1573.002,uses
C0062,T1016,uses
G0125,T1190,uses
S1042,T1204.002,uses
S0266,T1053.005,uses
S0208,T1547.008,uses
S0283,T1047,uses
S1039,T1622,uses
C0046,T1014,uses
S1202,T1071.001,uses
S9023,T1480.002,uses
S0196,T1074.001,uses
S0521,T1069.001,uses
C0035,T1222.002,uses
G0004,T1078,uses
G0064,T1552.001,uses
C0007,T1082,uses
G1015,T1082,uses
S0367,T1059.001,uses
G0079,S0002,uses
T1127.003,T1127,subtechnique_of
S0570,T1547.001,uses
M1027,T1110.004,mitigates
G0032,T1036.004,uses
DA-INTRANET-NETWORK-TRAFFIC,OA-INTRANET-NETWORK-TRAFFIC,targets
G0067,T1123,uses
S1187,T1095,uses
G1034,T1003.002,uses
S0084,T1082,uses
S1194,T1083,uses
S1132,T1057,uses
C0042,S1168,uses
S0334,T1123,uses
S9032,T1059.003,uses
G1021,T1080,uses
S1185,T1027.013,uses
S0629,T1059.003,uses
C0058,T1059.001,uses
S0201,T1059.003,uses
S1073,T1021.002,uses
S0414,T1016,uses
DA-FILE,OA-OPERATING-SYSTEM-EXECUTABLE-FILE,targets
S0387,T1543.003,uses
S1230,T1120,uses
D3-CONTENT-MODIFICATION,DA-FILE,modifies
G0093,S0020,uses
S0431,T1007,uses
T1056.004,Collection,belongs_to_tactic
